main_class_id|binary_class_id|num_active_effects|de_noise_reg|dynamic_reg|eq_reg|de_esser_reg|reverb_reg|limiter_reg|mean_reg|de_noise_profile|dynamic_profile|eq_profile|de_esser_profile|reverb_profile|limiter_profile|merged_profile
537|29|4|0.0|0.75|0.1666666666666666|0.5|0.0|1.0|0.4027777777777777|p0|p3|p1|p1|p0|p1|p0-p3-p1-p1-p0-p1
538|30|4|0.0|0.75|0.1666666666666666|0.5|0.3333333333333333|0.0|0.2916666666666666|p0|p3|p1|p1|p1|p0|p0-p3-p1-p1-p1-p0
539|31|5|0.0|0.75|0.1666666666666666|0.5|0.3333333333333333|1.0|0.4583333333333333|p0|p3|p1|p1|p1|p1|p0-p3-p1-p1-p1-p1
540|30|4|0.0|0.75|0.1666666666666666|0.5|0.6666666666666666|0.0|0.3472222222222221|p0|p3|p1|p1|p2|p0|p0-p3-p1-p1-p2-p0
541|31|5|0.0|0.75|0.1666666666666666|0.5|0.6666666666666666|1.0|0.5138888888888888|p0|p3|p1|p1|p2|p1|p0-p3-p1-p1-p2-p1
542|30|4|0.0|0.75|0.1666666666666666|0.5|1.0|0.0|0.4027777777777777|p0|p3|p1|p1|p3|p0|p0-p3-p1-p1-p3-p0
543|31|5|0.0|0.75|0.1666666666666666|0.5|1.0|1.0|0.5694444444444444|p0|p3|p1|p1|p3|p1|p0-p3-p1-p1-p3-p1
544|28|3|0.0|0.75|0.1666666666666666|1.0|0.0|0.0|0.3194444444444444|p0|p3|p1|p2|p0|p0|p0-p3-p1-p2-p0-p0
545|29|4|0.0|0.75|0.1666666666666666|1.0|0.0|1.0|0.4861111111111111|p0|p3|p1|p2|p0|p1|p0-p3-p1-p2-p0-p1
546|30|4|0.0|0.75|0.1666666666666666|1.0|0.3333333333333333|0.0|0.375|p0|p3|p1|p2|p1|p0|p0-p3-p1-p2-p1-p0
547|31|5|0.0|0.75|0.1666666666666666|1.0|0.3333333333333333|1.0|0.5416666666666666|p0|p3|p1|p2|p1|p1|p0-p3-p1-p2-p1-p1
548|30|4|0.0|0.75|0.1666666666666666|1.0|0.6666666666666666|0.0|0.4305555555555555|p0|p3|p1|p2|p2|p0|p0-p3-p1-p2-p2-p0
549|31|5|0.0|0.75|0.1666666666666666|1.0|0.6666666666666666|1.0|0.5972222222222222|p0|p3|p1|p2|p2|p1|p0-p3-p1-p2-p2-p1
550|30|4|0.0|0.75|0.1666666666666666|1.0|1.0|0.0|0.4861111111111111|p0|p3|p1|p2|p3|p0|p0-p3-p1-p2-p3-p0
551|31|5|0.0|0.75|0.1666666666666666|1.0|1.0|1.0|0.6527777777777778|p0|p3|p1|p2|p3|p1|p0-p3-p1-p2-p3-p1
552|24|2|0.0|0.75|0.3333333333333333|0.0|0.0|0.0|0.1805555555555555|p0|p3|p2|p0|p0|p0|p0-p3-p2-p0-p0-p0
553|25|3|0.0|0.75|0.3333333333333333|0.0|0.0|1.0|0.3472222222222221|p0|p3|p2|p0|p0|p1|p0-p3-p2-p0-p0-p1
554|26|3|0.0|0.75|0.3333333333333333|0.0|0.3333333333333333|0.0|0.236111111111111|p0|p3|p2|p0|p1|p0|p0-p3-p2-p0-p1-p0
555|27|4|0.0|0.75|0.3333333333333333|0.0|0.3333333333333333|1.0|0.4027777777777777|p0|p3|p2|p0|p1|p1|p0-p3-p2-p0-p1-p1
556|26|3|0.0|0.75|0.3333333333333333|0.0|0.6666666666666666|0.0|0.2916666666666667|p0|p3|p2|p0|p2|p0|p0-p3-p2-p0-p2-p0
557|27|4|0.0|0.75|0.3333333333333333|0.0|0.6666666666666666|1.0|0.4583333333333333|p0|p3|p2|p0|p2|p1|p0-p3-p2-p0-p2-p1
558|26|3|0.0|0.75|0.3333333333333333|0.0|1.0|0.0|0.3472222222222221|p0|p3|p2|p0|p3|p0|p0-p3-p2-p0-p3-p0
559|27|4|0.0|0.75|0.3333333333333333|0.0|1.0|1.0|0.5138888888888888|p0|p3|p2|p0|p3|p1|p0-p3-p2-p0-p3-p1
560|28|3|0.0|0.75|0.3333333333333333|0.5|0.0|0.0|0.2638888888888889|p0|p3|p2|p1|p0|p0|p0-p3-p2-p1-p0-p0
561|29|4|0.0|0.75|0.3333333333333333|0.5|0.0|1.0|0.4305555555555555|p0|p3|p2|p1|p0|p1|p0-p3-p2-p1-p0-p1
562|30|4|0.0|0.75|0.3333333333333333|0.5|0.3333333333333333|0.0|0.3194444444444444|p0|p3|p2|p1|p1|p0|p0-p3-p2-p1-p1-p0
563|31|5|0.0|0.75|0.3333333333333333|0.5|0.3333333333333333|1.0|0.4861111111111111|p0|p3|p2|p1|p1|p1|p0-p3-p2-p1-p1-p1
564|30|4|0.0|0.75|0.3333333333333333|0.5|0.6666666666666666|0.0|0.375|p0|p3|p2|p1|p2|p0|p0-p3-p2-p1-p2-p0
565|31|5|0.0|0.75|0.3333333333333333|0.5|0.6666666666666666|1.0|0.5416666666666666|p0|p3|p2|p1|p2|p1|p0-p3-p2-p1-p2-p1
566|30|4|0.0|0.75|0.3333333333333333|0.5|1.0|0.0|0.4305555555555555|p0|p3|p2|p1|p3|p0|p0-p3-p2-p1-p3-p0
567|31|5|0.0|0.75|0.3333333333333333|0.5|1.0|1.0|0.5972222222222222|p0|p3|p2|p1|p3|p1|p0-p3-p2-p1-p3-p1
568|28|3|0.0|0.75|0.3333333333333333|1.0|0.0|0.0|0.3472222222222221|p0|p3|p2|p2|p0|p0|p0-p3-p2-p2-p0-p0
569|29|4|0.0|0.75|0.3333333333333333|1.0|0.0|1.0|0.5138888888888888|p0|p3|p2|p2|p0|p1|p0-p3-p2-p2-p0-p1
570|30|4|0.0|0.75|0.3333333333333333|1.0|0.3333333333333333|0.0|0.4027777777777777|p0|p3|p2|p2|p1|p0|p0-p3-p2-p2-p1-p0
571|31|5|0.0|0.75|0.3333333333333333|1.0|0.3333333333333333|1.0|0.5694444444444444|p0|p3|p2|p2|p1|p1|p0-p3-p2-p2-p1-p1
572|30|4|0.0|0.75|0.3333333333333333|1.0|0.6666666666666666|0.0|0.4583333333333332|p0|p3|p2|p2|p2|p0|p0-p3-p2-p2-p2-p0
573|31|5|0.0|0.75|0.3333333333333333|1.0|0.6666666666666666|1.0|0.6249999999999999|p0|p3|p2|p2|p2|p1|p0-p3-p2-p2-p2-p1
574|30|4|0.0|0.75|0.3333333333333333|1.0|1.0|0.0|0.5138888888888888|p0|p3|p2|p2|p3|p0|p0-p3-p2-p2-p3-p0
575|31|5|0.0|0.75|0.3333333333333333|1.0|1.0|1.0|0.6805555555555555|p0|p3|p2|p2|p3|p1|p0-p3-p2-p2-p3-p1
576|24|2|0.0|0.75|0.5|0.0|0.0|0.0|0.2083333333333333|p0|p3|p3|p0|p0|p0|p0-p3-p3-p0-p0-p0
577|25|3|0.0|0.75|0.5|0.0|0.0|1.0|0.375|p0|p3|p3|p0|p0|p1|p0-p3-p3-p0-p0-p1
578|26|3|0.0|0.75|0.5|0.0|0.3333333333333333|0.0|0.2638888888888889|p0|p3|p3|p0|p1|p0|p0-p3-p3-p0-p1-p0
579|27|4|0.0|0.75|0.5|0.0|0.3333333333333333|1.0|0.4305555555555555|p0|p3|p3|p0|p1|p1|p0-p3-p3-p0-p1-p1
580|26|3|0.0|0.75|0.5|0.0|0.6666666666666666|0.0|0.3194444444444444|p0|p3|p3|p0|p2|p0|p0-p3-p3-p0-p2-p0
581|27|4|0.0|0.75|0.5|0.0|0.6666666666666666|1.0|0.4861111111111111|p0|p3|p3|p0|p2|p1|p0-p3-p3-p0-p2-p1
582|26|3|0.0|0.75|0.5|0.0|1.0|0.0|0.375|p0|p3|p3|p0|p3|p0|p0-p3-p3-p0-p3-p0
583|27|4|0.0|0.75|0.5|0.0|1.0|1.0|0.5416666666666666|p0|p3|p3|p0|p3|p1|p0-p3-p3-p0-p3-p1
584|28|3|0.0|0.75|0.5|0.5|0.0|0.0|0.2916666666666667|p0|p3|p3|p1|p0|p0|p0-p3-p3-p1-p0-p0
585|29|4|0.0|0.75|0.5|0.5|0.0|1.0|0.4583333333333333|p0|p3|p3|p1|p0|p1|p0-p3-p3-p1-p0-p1
586|30|4|0.0|0.75|0.5|0.5|0.3333333333333333|0.0|0.3472222222222222|p0|p3|p3|p1|p1|p0|p0-p3-p3-p1-p1-p0
587|31|5|0.0|0.75|0.5|0.5|0.3333333333333333|1.0|0.513888888888889|p0|p3|p3|p1|p1|p1|p0-p3-p3-p1-p1-p1
588|30|4|0.0|0.75|0.5|0.5|0.6666666666666666|0.0|0.4027777777777777|p0|p3|p3|p1|p2|p0|p0-p3-p3-p1-p2-p0
589|31|5|0.0|0.75|0.5|0.5|0.6666666666666666|1.0|0.5694444444444444|p0|p3|p3|p1|p2|p1|p0-p3-p3-p1-p2-p1
590|30|4|0.0|0.75|0.5|0.5|1.0|0.0|0.4583333333333333|p0|p3|p3|p1|p3|p0|p0-p3-p3-p1-p3-p0
591|31|5|0.0|0.75|0.5|0.5|1.0|1.0|0.625|p0|p3|p3|p1|p3|p1|p0-p3-p3-p1-p3-p1
592|28|3|0.0|0.75|0.5|1.0|0.0|0.0|0.375|p0|p3|p3|p2|p0|p0|p0-p3-p3-p2-p0-p0
593|29|4|0.0|0.75|0.5|1.0|0.0|1.0|0.5416666666666666|p0|p3|p3|p2|p0|p1|p0-p3-p3-p2-p0-p1
594|30|4|0.0|0.75|0.5|1.0|0.3333333333333333|0.0|0.4305555555555556|p0|p3|p3|p2|p1|p0|p0-p3-p3-p2-p1-p0
595|31|5|0.0|0.75|0.5|1.0|0.3333333333333333|1.0|0.5972222222222222|p0|p3|p3|p2|p1|p1|p0-p3-p3-p2-p1-p1
596|30|4|0.0|0.75|0.5|1.0|0.6666666666666666|0.0|0.4861111111111111|p0|p3|p3|p2|p2|p0|p0-p3-p3-p2-p2-p0
597|31|5|0.0|0.75|0.5|1.0|0.6666666666666666|1.0|0.6527777777777778|p0|p3|p3|p2|p2|p1|p0-p3-p3-p2-p2-p1
598|30|4|0.0|0.75|0.5|1.0|1.0|0.0|0.5416666666666666|p0|p3|p3|p2|p3|p0|p0-p3-p3-p2-p3-p0
599|31|5|0.0|0.75|0.5|1.0|1.0|1.0|0.7083333333333334|p0|p3|p3|p2|p3|p1|p0-p3-p3-p2-p3-p1
600|24|2|0.0|0.75|0.6666666666666666|0.0|0.0|0.0|0.236111111111111|p0|p3|p4|p0|p0|p0|p0-p3-p4-p0-p0-p0
601|25|3|0.0|0.75|0.6666666666666666|0.0|0.0|1.0|0.4027777777777777|p0|p3|p4|p0|p0|p1|p0-p3-p4-p0-p0-p1
602|26|3|0.0|0.75|0.6666666666666666|0.0|0.3333333333333333|0.0|0.2916666666666666|p0|p3|p4|p0|p1|p0|p0-p3-p4-p0-p1-p0
603|27|4|0.0|0.75|0.6666666666666666|0.0|0.3333333333333333|1.0|0.4583333333333333|p0|p3|p4|p0|p1|p1|p0-p3-p4-p0-p1-p1
604|26|3|0.0|0.75|0.6666666666666666|0.0|0.6666666666666666|0.0|0.3472222222222221|p0|p3|p4|p0|p2|p0|p0-p3-p4-p0-p2-p0
605|27|4|0.0|0.75|0.6666666666666666|0.0|0.6666666666666666|1.0|0.5138888888888888|p0|p3|p4|p0|p2|p1|p0-p3-p4-p0-p2-p1
606|26|3|0.0|0.75|0.6666666666666666|0.0|1.0|0.0|0.4027777777777777|p0|p3|p4|p0|p3|p0|p0-p3-p4-p0-p3-p0
607|27|4|0.0|0.75|0.6666666666666666|0.0|1.0|1.0|0.5694444444444444|p0|p3|p4|p0|p3|p1|p0-p3-p4-p0-p3-p1
608|28|3|0.0|0.75|0.6666666666666666|0.5|0.0|0.0|0.3194444444444444|p0|p3|p4|p1|p0|p0|p0-p3-p4-p1-p0-p0
609|29|4|0.0|0.75|0.6666666666666666|0.5|0.0|1.0|0.4861111111111111|p0|p3|p4|p1|p0|p1|p0-p3-p4-p1-p0-p1
610|30|4|0.0|0.75|0.6666666666666666|0.5|0.3333333333333333|0.0|0.375|p0|p3|p4|p1|p1|p0|p0-p3-p4-p1-p1-p0
611|31|5|0.0|0.75|0.6666666666666666|0.5|0.3333333333333333|1.0|0.5416666666666666|p0|p3|p4|p1|p1|p1|p0-p3-p4-p1-p1-p1
612|30|4|0.0|0.75|0.6666666666666666|0.5|0.6666666666666666|0.0|0.4305555555555555|p0|p3|p4|p1|p2|p0|p0-p3-p4-p1-p2-p0
613|31|5|0.0|0.75|0.6666666666666666|0.5|0.6666666666666666|1.0|0.5972222222222222|p0|p3|p4|p1|p2|p1|p0-p3-p4-p1-p2-p1
614|30|4|0.0|0.75|0.6666666666666666|0.5|1.0|0.0|0.4861111111111111|p0|p3|p4|p1|p3|p0|p0-p3-p4-p1-p3-p0
615|31|5|0.0|0.75|0.6666666666666666|0.5|1.0|1.0|0.6527777777777778|p0|p3|p4|p1|p3|p1|p0-p3-p4-p1-p3-p1
616|28|3|0.0|0.75|0.6666666666666666|1.0|0.0|0.0|0.4027777777777777|p0|p3|p4|p2|p0|p0|p0-p3-p4-p2-p0-p0
617|29|4|0.0|0.75|0.6666666666666666|1.0|0.0|1.0|0.5694444444444444|p0|p3|p4|p2|p0|p1|p0-p3-p4-p2-p0-p1
618|30|4|0.0|0.75|0.6666666666666666|1.0|0.3333333333333333|0.0|0.4583333333333333|p0|p3|p4|p2|p1|p0|p0-p3-p4-p2-p1-p0
619|31|5|0.0|0.75|0.6666666666666666|1.0|0.3333333333333333|1.0|0.625|p0|p3|p4|p2|p1|p1|p0-p3-p4-p2-p1-p1
620|30|4|0.0|0.75|0.6666666666666666|1.0|0.6666666666666666|0.0|0.5138888888888888|p0|p3|p4|p2|p2|p0|p0-p3-p4-p2-p2-p0
621|31|5|0.0|0.75|0.6666666666666666|1.0|0.6666666666666666|1.0|0.6805555555555555|p0|p3|p4|p2|p2|p1|p0-p3-p4-p2-p2-p1
622|30|4|0.0|0.75|0.6666666666666666|1.0|1.0|0.0|0.5694444444444444|p0|p3|p4|p2|p3|p0|p0-p3-p4-p2-p3-p0
623|31|5|0.0|0.75|0.6666666666666666|1.0|1.0|1.0|0.736111111111111|p0|p3|p4|p2|p3|p1|p0-p3-p4-p2-p3-p1
624|24|2|0.0|0.75|0.8333333333333334|0.0|0.0|0.0|0.2638888888888889|p0|p3|p5|p0|p0|p0|p0-p3-p5-p0-p0-p0
625|25|3|0.0|0.75|0.8333333333333334|0.0|0.0|1.0|0.4305555555555556|p0|p3|p5|p0|p0|p1|p0-p3-p5-p0-p0-p1
626|26|3|0.0|0.75|0.8333333333333334|0.0|0.3333333333333333|0.0|0.3194444444444445|p0|p3|p5|p0|p1|p0|p0-p3-p5-p0-p1-p0
627|27|4|0.0|0.75|0.8333333333333334|0.0|0.3333333333333333|1.0|0.4861111111111111|p0|p3|p5|p0|p1|p1|p0-p3-p5-p0-p1-p1
628|26|3|0.0|0.75|0.8333333333333334|0.0|0.6666666666666666|0.0|0.375|p0|p3|p5|p0|p2|p0|p0-p3-p5-p0-p2-p0
629|27|4|0.0|0.75|0.8333333333333334|0.0|0.6666666666666666|1.0|0.5416666666666666|p0|p3|p5|p0|p2|p1|p0-p3-p5-p0-p2-p1
630|26|3|0.0|0.75|0.8333333333333334|0.0|1.0|0.0|0.4305555555555556|p0|p3|p5|p0|p3|p0|p0-p3-p5-p0-p3-p0
631|27|4|0.0|0.75|0.8333333333333334|0.0|1.0|1.0|0.5972222222222222|p0|p3|p5|p0|p3|p1|p0-p3-p5-p0-p3-p1
632|28|3|0.0|0.75|0.8333333333333334|0.5|0.0|0.0|0.3472222222222222|p0|p3|p5|p1|p0|p0|p0-p3-p5-p1-p0-p0
633|29|4|0.0|0.75|0.8333333333333334|0.5|0.0|1.0|0.513888888888889|p0|p3|p5|p1|p0|p1|p0-p3-p5-p1-p0-p1
634|30|4|0.0|0.75|0.8333333333333334|0.5|0.3333333333333333|0.0|0.4027777777777778|p0|p3|p5|p1|p1|p0|p0-p3-p5-p1-p1-p0
635|31|5|0.0|0.75|0.8333333333333334|0.5|0.3333333333333333|1.0|0.5694444444444445|p0|p3|p5|p1|p1|p1|p0-p3-p5-p1-p1-p1
636|30|4|0.0|0.75|0.8333333333333334|0.5|0.6666666666666666|0.0|0.4583333333333333|p0|p3|p5|p1|p2|p0|p0-p3-p5-p1-p2-p0
637|31|5|0.0|0.75|0.8333333333333334|0.5|0.6666666666666666|1.0|0.625|p0|p3|p5|p1|p2|p1|p0-p3-p5-p1-p2-p1
638|30|4|0.0|0.75|0.8333333333333334|0.5|1.0|0.0|0.513888888888889|p0|p3|p5|p1|p3|p0|p0-p3-p5-p1-p3-p0
639|31|5|0.0|0.75|0.8333333333333334|0.5|1.0|1.0|0.6805555555555557|p0|p3|p5|p1|p3|p1|p0-p3-p5-p1-p3-p1
640|28|3|0.0|0.75|0.8333333333333334|1.0|0.0|0.0|0.4305555555555556|p0|p3|p5|p2|p0|p0|p0-p3-p5-p2-p0-p0
641|29|4|0.0|0.75|0.8333333333333334|1.0|0.0|1.0|0.5972222222222222|p0|p3|p5|p2|p0|p1|p0-p3-p5-p2-p0-p1
642|30|4|0.0|0.75|0.8333333333333334|1.0|0.3333333333333333|0.0|0.4861111111111111|p0|p3|p5|p2|p1|p0|p0-p3-p5-p2-p1-p0
643|31|5|0.0|0.75|0.8333333333333334|1.0|0.3333333333333333|1.0|0.6527777777777778|p0|p3|p5|p2|p1|p1|p0-p3-p5-p2-p1-p1
644|30|4|0.0|0.75|0.8333333333333334|1.0|0.6666666666666666|0.0|0.5416666666666666|p0|p3|p5|p2|p2|p0|p0-p3-p5-p2-p2-p0
645|31|5|0.0|0.75|0.8333333333333334|1.0|0.6666666666666666|1.0|0.7083333333333334|p0|p3|p5|p2|p2|p1|p0-p3-p5-p2-p2-p1
646|30|4|0.0|0.75|0.8333333333333334|1.0|1.0|0.0|0.5972222222222222|p0|p3|p5|p2|p3|p0|p0-p3-p5-p2-p3-p0
647|31|5|0.0|0.75|0.8333333333333334|1.0|1.0|1.0|0.763888888888889|p0|p3|p5|p2|p3|p1|p0-p3-p5-p2-p3-p1
648|24|2|0.0|0.75|1.0|0.0|0.0|0.0|0.2916666666666667|p0|p3|p6|p0|p0|p0|p0-p3-p6-p0-p0-p0
649|25|3|0.0|0.75|1.0|0.0|0.0|1.0|0.4583333333333333|p0|p3|p6|p0|p0|p1|p0-p3-p6-p0-p0-p1
650|26|3|0.0|0.75|1.0|0.0|0.3333333333333333|0.0|0.3472222222222222|p0|p3|p6|p0|p1|p0|p0-p3-p6-p0-p1-p0
651|27|4|0.0|0.75|1.0|0.0|0.3333333333333333|1.0|0.513888888888889|p0|p3|p6|p0|p1|p1|p0-p3-p6-p0-p1-p1
652|26|3|0.0|0.75|1.0|0.0|0.6666666666666666|0.0|0.4027777777777777|p0|p3|p6|p0|p2|p0|p0-p3-p6-p0-p2-p0
653|27|4|0.0|0.75|1.0|0.0|0.6666666666666666|1.0|0.5694444444444444|p0|p3|p6|p0|p2|p1|p0-p3-p6-p0-p2-p1
654|26|3|0.0|0.75|1.0|0.0|1.0|0.0|0.4583333333333333|p0|p3|p6|p0|p3|p0|p0-p3-p6-p0-p3-p0
655|27|4|0.0|0.75|1.0|0.0|1.0|1.0|0.625|p0|p3|p6|p0|p3|p1|p0-p3-p6-p0-p3-p1
656|28|3|0.0|0.75|1.0|0.5|0.0|0.0|0.375|p0|p3|p6|p1|p0|p0|p0-p3-p6-p1-p0-p0
657|29|4|0.0|0.75|1.0|0.5|0.0|1.0|0.5416666666666666|p0|p3|p6|p1|p0|p1|p0-p3-p6-p1-p0-p1
658|30|4|0.0|0.75|1.0|0.5|0.3333333333333333|0.0|0.4305555555555556|p0|p3|p6|p1|p1|p0|p0-p3-p6-p1-p1-p0
659|31|5|0.0|0.75|1.0|0.5|0.3333333333333333|1.0|0.5972222222222222|p0|p3|p6|p1|p1|p1|p0-p3-p6-p1-p1-p1
660|30|4|0.0|0.75|1.0|0.5|0.6666666666666666|0.0|0.4861111111111111|p0|p3|p6|p1|p2|p0|p0-p3-p6-p1-p2-p0
661|31|5|0.0|0.75|1.0|0.5|0.6666666666666666|1.0|0.6527777777777778|p0|p3|p6|p1|p2|p1|p0-p3-p6-p1-p2-p1
662|30|4|0.0|0.75|1.0|0.5|1.0|0.0|0.5416666666666666|p0|p3|p6|p1|p3|p0|p0-p3-p6-p1-p3-p0
663|31|5|0.0|0.75|1.0|0.5|1.0|1.0|0.7083333333333334|p0|p3|p6|p1|p3|p1|p0-p3-p6-p1-p3-p1
664|28|3|0.0|0.75|1.0|1.0|0.0|0.0|0.4583333333333333|p0|p3|p6|p2|p0|p0|p0-p3-p6-p2-p0-p0
665|29|4|0.0|0.75|1.0|1.0|0.0|1.0|0.625|p0|p3|p6|p2|p0|p1|p0-p3-p6-p2-p0-p1
666|30|4|0.0|0.75|1.0|1.0|0.3333333333333333|0.0|0.513888888888889|p0|p3|p6|p2|p1|p0|p0-p3-p6-p2-p1-p0
667|31|5|0.0|0.75|1.0|1.0|0.3333333333333333|1.0|0.6805555555555557|p0|p3|p6|p2|p1|p1|p0-p3-p6-p2-p1-p1
668|30|4|0.0|0.75|1.0|1.0|0.6666666666666666|0.0|0.5694444444444444|p0|p3|p6|p2|p2|p0|p0-p3-p6-p2-p2-p0
669|31|5|0.0|0.75|1.0|1.0|0.6666666666666666|1.0|0.736111111111111|p0|p3|p6|p2|p2|p1|p0-p3-p6-p2-p2-p1
670|30|4|0.0|0.75|1.0|1.0|1.0|0.0|0.625|p0|p3|p6|p2|p3|p0|p0-p3-p6-p2-p3-p0
671|31|5|0.0|0.75|1.0|1.0|1.0|1.0|0.7916666666666666|p0|p3|p6|p2|p3|p1|p0-p3-p6-p2-p3-p1
672|16|1|0.0|1.0|0.0|0.0|0.0|0.0|0.1666666666666666|p0|p4|p0|p0|p0|p0|p0-p4-p0-p0-p0-p0
673|17|2|0.0|1.0|0.0|0.0|0.0|1.0|0.3333333333333333|p0|p4|p0|p0|p0|p1|p0-p4-p0-p0-p0-p1
674|18|2|0.0|1.0|0.0|0.0|0.3333333333333333|0.0|0.2222222222222222|p0|p4|p0|p0|p1|p0|p0-p4-p0-p0-p1-p0
675|19|3|0.0|1.0|0.0|0.0|0.3333333333333333|1.0|0.3888888888888888|p0|p4|p0|p0|p1|p1|p0-p4-p0-p0-p1-p1
676|18|2|0.0|1.0|0.0|0.0|0.6666666666666666|0.0|0.2777777777777777|p0|p4|p0|p0|p2|p0|p0-p4-p0-p0-p2-p0
677|19|3|0.0|1.0|0.0|0.0|0.6666666666666666|1.0|0.4444444444444444|p0|p4|p0|p0|p2|p1|p0-p4-p0-p0-p2-p1
678|18|2|0.0|1.0|0.0|0.0|1.0|0.0|0.3333333333333333|p0|p4|p0|p0|p3|p0|p0-p4-p0-p0-p3-p0
679|19|3|0.0|1.0|0.0|0.0|1.0|1.0|0.5|p0|p4|p0|p0|p3|p1|p0-p4-p0-p0-p3-p1
680|20|2|0.0|1.0|0.0|0.5|0.0|0.0|0.25|p0|p4|p0|p1|p0|p0|p0-p4-p0-p1-p0-p0
681|21|3|0.0|1.0|0.0|0.5|0.0|1.0|0.4166666666666667|p0|p4|p0|p1|p0|p1|p0-p4-p0-p1-p0-p1
682|22|3|0.0|1.0|0.0|0.5|0.3333333333333333|0.0|0.3055555555555555|p0|p4|p0|p1|p1|p0|p0-p4-p0-p1-p1-p0
683|23|4|0.0|1.0|0.0|0.5|0.3333333333333333|1.0|0.4722222222222221|p0|p4|p0|p1|p1|p1|p0-p4-p0-p1-p1-p1
684|22|3|0.0|1.0|0.0|0.5|0.6666666666666666|0.0|0.3611111111111111|p0|p4|p0|p1|p2|p0|p0-p4-p0-p1-p2-p0
685|23|4|0.0|1.0|0.0|0.5|0.6666666666666666|1.0|0.5277777777777778|p0|p4|p0|p1|p2|p1|p0-p4-p0-p1-p2-p1
686|22|3|0.0|1.0|0.0|0.5|1.0|0.0|0.4166666666666667|p0|p4|p0|p1|p3|p0|p0-p4-p0-p1-p3-p0
687|23|4|0.0|1.0|0.0|0.5|1.0|1.0|0.5833333333333334|p0|p4|p0|p1|p3|p1|p0-p4-p0-p1-p3-p1
688|20|2|0.0|1.0|0.0|1.0|0.0|0.0|0.3333333333333333|p0|p4|p0|p2|p0|p0|p0-p4-p0-p2-p0-p0
689|21|3|0.0|1.0|0.0|1.0|0.0|1.0|0.5|p0|p4|p0|p2|p0|p1|p0-p4-p0-p2-p0-p1
690|22|3|0.0|1.0|0.0|1.0|0.3333333333333333|0.0|0.3888888888888889|p0|p4|p0|p2|p1|p0|p0-p4-p0-p2-p1-p0
691|23|4|0.0|1.0|0.0|1.0|0.3333333333333333|1.0|0.5555555555555556|p0|p4|p0|p2|p1|p1|p0-p4-p0-p2-p1-p1
692|22|3|0.0|1.0|0.0|1.0|0.6666666666666666|0.0|0.4444444444444444|p0|p4|p0|p2|p2|p0|p0-p4-p0-p2-p2-p0
693|23|4|0.0|1.0|0.0|1.0|0.6666666666666666|1.0|0.611111111111111|p0|p4|p0|p2|p2|p1|p0-p4-p0-p2-p2-p1
694|22|3|0.0|1.0|0.0|1.0|1.0|0.0|0.5|p0|p4|p0|p2|p3|p0|p0-p4-p0-p2-p3-p0
695|23|4|0.0|1.0|0.0|1.0|1.0|1.0|0.6666666666666666|p0|p4|p0|p2|p3|p1|p0-p4-p0-p2-p3-p1
696|24|2|0.0|1.0|0.1666666666666666|0.0|0.0|0.0|0.1944444444444444|p0|p4|p1|p0|p0|p0|p0-p4-p1-p0-p0-p0
697|25|3|0.0|1.0|0.1666666666666666|0.0|0.0|1.0|0.3611111111111111|p0|p4|p1|p0|p0|p1|p0-p4-p1-p0-p0-p1
698|26|3|0.0|1.0|0.1666666666666666|0.0|0.3333333333333333|0.0|0.25|p0|p4|p1|p0|p1|p0|p0-p4-p1-p0-p1-p0
699|27|4|0.0|1.0|0.1666666666666666|0.0|0.3333333333333333|1.0|0.4166666666666667|p0|p4|p1|p0|p1|p1|p0-p4-p1-p0-p1-p1
700|26|3|0.0|1.0|0.1666666666666666|0.0|0.6666666666666666|0.0|0.3055555555555556|p0|p4|p1|p0|p2|p0|p0-p4-p1-p0-p2-p0
701|27|4|0.0|1.0|0.1666666666666666|0.0|0.6666666666666666|1.0|0.4722222222222222|p0|p4|p1|p0|p2|p1|p0-p4-p1-p0-p2-p1
702|26|3|0.0|1.0|0.1666666666666666|0.0|1.0|0.0|0.3611111111111111|p0|p4|p1|p0|p3|p0|p0-p4-p1-p0-p3-p0
703|27|4|0.0|1.0|0.1666666666666666|0.0|1.0|1.0|0.5277777777777778|p0|p4|p1|p0|p3|p1|p0-p4-p1-p0-p3-p1
704|28|3|0.0|1.0|0.1666666666666666|0.5|0.0|0.0|0.2777777777777778|p0|p4|p1|p1|p0|p0|p0-p4-p1-p1-p0-p0
705|29|4|0.0|1.0|0.1666666666666666|0.5|0.0|1.0|0.4444444444444445|p0|p4|p1|p1|p0|p1|p0-p4-p1-p1-p0-p1
706|30|4|0.0|1.0|0.1666666666666666|0.5|0.3333333333333333|0.0|0.3333333333333333|p0|p4|p1|p1|p1|p0|p0-p4-p1-p1-p1-p0
707|31|5|0.0|1.0|0.1666666666666666|0.5|0.3333333333333333|1.0|0.5|p0|p4|p1|p1|p1|p1|p0-p4-p1-p1-p1-p1
708|30|4|0.0|1.0|0.1666666666666666|0.5|0.6666666666666666|0.0|0.3888888888888889|p0|p4|p1|p1|p2|p0|p0-p4-p1-p1-p2-p0
709|31|5|0.0|1.0|0.1666666666666666|0.5|0.6666666666666666|1.0|0.5555555555555556|p0|p4|p1|p1|p2|p1|p0-p4-p1-p1-p2-p1
